ID	OBJECTID	GoRI_TestFlag	GoRI_subset	F_Name	F_Type	Street	Town	OwnerTyp	P_Ground	B_Field	S_Field	F_Field	M_Field	B_Court	T_Court	V_Court	Track	SkatPark	IH_Rink	SH_Rink	Golf	Fishing	Boating	Hunting	Trails	Beach	Pool	ActiveRec	RestRoom	W_Path	B_Path	StateGrant	LWCFGrant	Lon	Lat	Conservation.Area	Description	Are.there.additional.names.for.this.recreational.area	Should.Be.Included.in.GoRI.	Not.Included..Why.	Allow.Dogs	Restrooms.Available.	Americans.with.Disabilities.Act..ADA..Parking	Stroller.Friendly	Picnic.Area	Acres.Miles	Contact.Info	Contact.Info.Seasonal	Link.for.More.Info
97	97	1	Y	Crescent Park / Loof Carousel	Local Park	Bullocks Point	East Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	Y	-71.44779227	41.57684173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	98	NA	N	Furnace Hill Brook	Conservation Area	Phenix	Cranston	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.32526265	41.73535787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	99	1	Y	Briggs Farm	Athletic Facility	Hope	Cranston	MUN	0	5	5	0	5	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	Y	Y	-71.59770969	41.96502458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100	100	NA	Y	Latham Ave. Park	Local Park	Shore	Barrington	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	Y	N	-71.76179221	42.00080099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
101	101	NA	N	Bicknell Field	Local Park	Walnut	Barrington	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.66511638	41.97899153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	102	NA	N	F.J. Chianese Field	Local Park	Centennial	Barrington	MUN	1	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.78852496	41.96621191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	103	NA	N	Hilltop Drive Field	Local Park	New London	Cranston	MUN	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.72329774	41.97000215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	104	NA	N	Hope Memorial Field	Local Park	Hope	Scituate	MUN	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.67979539	41.37857456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105	105	NA	N	Warren Town Common	Local Park	Church	Warren	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.68050355	41.5604224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	106	NA	N	Burr Hill Park	Local Park	Water	Warren	MUN	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.72106577	41.57295831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	107	1	Y	Mickey Stevens Sports Center	Local Park	Sandy	Warwick	MUN	0	3	0	0	0	2	8	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	N	Y	-71.69072589	41.87563157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
108	108	NA	N	G. Boyd Field	Local Park	Waterview	Warwick	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.67769486	41.89692732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	109	1	Y	Little Pond Beach	Local Park	Albert	Warwick	SCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N	N	-71.71589692	41.49346755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	110	1	Y	Upper Dam Pond	Local Park	Knotty Oak	Coventry	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	Y	-71.1931316	41.46338338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	111	NA	N	Normandy Drive	Local Park	Normandy	Warwick	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.50748385	41.38319854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	112	NA	N	Nathaniel Greene Park	Local Park	Victory	Coventry	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.44981533	41.44941048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	113	NA	N	Foster Memorial Park	Local Park	Station	Coventry	MUN	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.44458262	41.5196097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114	114	NA	N	O'Brien Field	Local Park	Veterans Memorial Dr	Warwick	MUN	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.70283198	41.51565261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	115	NA	N	Champlin Field	Local Park	Oakland Beach	Warwick	MUN	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.46953362	41.47410787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116	116	NA	N	Coventry Town Green	Local Park	Washington	Coventry	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	N	-71.61579911	41.45082335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	117	NA	N	Central Coventry Park	Local Park	Provident	Coventry	MUN	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.5512686	41.48254871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	118	NA	N	Crompton Playground	Local Park	Main	West Warwick	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.54908523	41.42608805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
119	119	NA	N	Flat Top Park	Local Park	Campbell	West Warwick	MUN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.56781604	41.42952122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
120	120	1	Y	Briar Point Beach Area	Local Park	Briar Point	Coventry	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Y	Y	-71.14877494	41.63361436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
121	121	1	Y	Independence Park	Local Park	Thames	Bristol	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	Y	N	-71.83214139	41.37498351	NA	"The scenic 4-acre park is located at the head of the East Bay Bike path on beautiful Bristol Harbor and features a surfaced boat ramp, a board walk, concrete walkways, fountain, public restrooms, and beautiful sunsets. 
The park is designed for passive recreation and is home of the Labor Day “Last Night” Concert with the Rhode Island Philharmonic. "	NA	NA	NA	NA	NA	NA	NA	NA	4 acres	NA	NA	NA
122	122	NA	N	Frenchtown Park	Conservation Area	Cavalier	East Greenwich	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	Y	-71.35272985	41.75379483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
123	123	NA	N	Bulgarmarsh Recreation Area	Local Park	Bulgarmarsh	Tiverton	MUN	1	1	0	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.68527472	41.55602721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
124	124	NA	N	Fort Barton Field	Local Park	Lawton	Tiverton	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.45535413	41.42215262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
125	125	NA	N	Frenchtown Recreation Facility	Local Park	Frenchtown	East Greenwich	MUN	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.607758	41.64326766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
126	126	NA	N	Turnpike Avenue Playground	Local Park	Turnpike	Portsmouth	MUN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.61434972	41.64941311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
127	127	1	Y	Wilson Park	Local Park	Roosevelt	North Kingstown	MUN	1	3	10	0	10	2	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	Y	Y	-71.57355039	41.63637741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128	128	NA	N	Feurer Park	Local Park	Lafayette	North Kingstown	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.70737016	41.82413008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
129	129	NA	N	Updike Park	Local Park	Brown	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.70646264	41.51210311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130	130	NA	N	Adamsville Playground	Local Park	Main	Little Compton	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.56535855	41.73108571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	131	NA	N	Reynolds Field	Local Park	South	Exeter	MUN	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.67879372	41.97085488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
132	132	NA	N	Donald Down's Park	Local Park	Indian Corner	North Kingstown	MUN	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.47568338	41.56043459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	133	NA	N	Eldred Ave. Field	Local Park	Eldred	Jamestown	MUN	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.28792903	41.57381642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
134	134	NA	N	Goldberg Little League Field	Athletic Facility	Maple	Newport	MUN	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.27833438	41.67000773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
135	135	NA	N	Miantonomi Park	Local Park	Hillside	Newport	MUN	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	Y	-71.28567973	41.72629215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
136	136	NA	N	Jos. A. Langworthy Memorial Park	Local Park	Lakeside	Hopkinton	MUN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.35593482	41.77551392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
137	137	NA	N	Polish Park	Local Park	Nichols	Hopkinton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.30502224	41.61980518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	138	NA	N	Vernon Park	Local Park	Vernon	Newport	MUN	1	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.62668927	41.363721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
139	139	NA	N	Third St. Lot	Local Park	3rd	Newport	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.71535608	41.56528759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
140	140	NA	Y	Battery Park / Fort Greene	Local Park	Washington	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	-71.15054525	41.54354105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
141	141	NA	N	Braga Park	Local Park	Greenlaw	Newport	MUN	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.7568902	41.64509855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
142	142	NA	N	Equality Park	Local Park	Equality Park	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.65384876	41.91343805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
143	143	NA	N	Congdon Park	Local Park	Bartlett	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.38112414	41.86435228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
144	144	1	N	Fort Getty	Local Park	Fort Getty	Jamestown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	Y	N	-71.37948814	41.83378567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
145	145	NA	N	Edward Street Playground	Local Park	Edward	Newport	SCH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.43073097	41.82256999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	146	NA	N	Storer Park	Local Park	Washington	Newport	MUN	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	-71.41229964	41.78294441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
147	147	NA	N	Cardines Field	Athletic Facility	Marlborough	Newport	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.40733039	41.77517449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
148	148	NA	N	Wilbour Woods	Local Park	Swamp	Little Compton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.38991687	41.77013939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
149	149	NA	N	Eisenhower Park	Local Park	Touro	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	Y	-71.44475406	41.77069353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	150	NA	N	Perrotti Park	Local Park	Americas Cup	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.32296077	41.77035999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	151	NA	N	Touro Park	Local Park	Bellevue	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.36795302	41.76564025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
152	152	1	Y	Third Beach	Local Park	Third Beach	Middletown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	N	N	-71.35919226	41.75707894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
153	153	NA	N	Memorial Blvd Parks	Local Park	Memorial	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.41457582	41.70995384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
154	154	NA	N	Aquidneck Park	Local Park	King	Newport	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.40768156	41.70495199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
155	155	NA	N	DAR Memorial Park	Local Park	Battery	Jamestown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.55418808	41.70461966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
156	156	NA	N	Spencer Park	Local Park	Wellington	Newport	MUN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.54967928	41.67430178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
157	157	NA	N	Morton Park	Local Park	Morton	Newport	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.27948701	41.67378512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158	158	NA	N	Treaty Rock Park	Local Park	Middlebridge	South Kingstown	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.45923147	41.57463658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
159	159	NA	N	Saugatucket Park	Local Park	High	South Kingstown	MUN	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	N	-71.24563061	41.48653722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	160	1	Y	Tri-Pond Park	Local Park	Asa Pond	South Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	N	Y	-71.51092917	41.45636193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
161	161	NA	N	Gazebo Park	Local Park	Ocean	Narragansett	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	Y	-71.55684564	41.42675869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	162	NA	N	Veterans' Park	Local Park	Exchange	Narragansett	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.66593747	41.37002108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
163	163	1	Y	Tuckertown Recreation Area	Local Park	Tuckertown Park	South Kingstown	MUN	1	2	4	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	N	Y	-71.55058944	41.37555167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	164	NA	N	Thompson Memorial Park	Local Park	Gibson	Narragansett	MUN	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.25711183	41.72736375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
165	165	NA	N	Crandall Field	Local Park	Ashaway	Hopkinton	MUN	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	Y	-71.34344604	41.82976755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166	166	NA	N	Eastward Look Park	Local Park	Sakonnet	Narragansett	MUN	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.31315699	41.73586873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
167	167	NA	N	Brousseau Memorial Park	Local Park	Victoria	South Kingstown	MUN	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.40245514	41.88519239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
168	168	NA	Y	Wilcox Park	Local Park	Grove	Westerly	MUN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Y	N	-71.31980592	41.47654996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	169	1	Y	Ninigret Park	Local Park	Park	Charlestown	MUN	1	1	1	0	2	1	4	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	Y	Y	-71.4102577	41.86743701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
170	170	NA	N	Cimalore Field	Athletic Facility	Wilson	Westerly	MUN	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.44671035	41.82117529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	171	1	N	Deerfield Park	Local Park	Lisa Ann	Smithfield	MUN	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	N	N	-71.46331751	41.8141905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	172	NA	Y	Coventry Greenway And Bike Path	Local Park	Main	Coventry	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.48843399	41.44620996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
173	173	NA	N	John J. Giblin Memorial Recreation Area	Local Park	Hunters Crossing	Coventry	MUN	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.39643398	41.68513423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	174	1	Y	South Kingstown Town Beach	Local Park	Matunuck Beach	South Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Y	Y	-71.48963718	42.00384364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
175	175	NA	N	River Farm Fitness Stations	Local Park	Franklin	East Greenwich	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.41804724	41.99959722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
176	176	NA	N	Veteran's Field	Local Park	Asylum	Warren	MUN	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.40973156	41.93570732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	177	NA	Y	Britto's Park	Local Park	Unnamed	Warren	MUN	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.50851584	41.89053593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
178	178	1	Y	Cole Avenue Field	Local Park	Hugh Cole	Warren	MUN	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	N	N	-71.62581788	41.87961516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	179	NA	N	River Island Park	Local Park	Truman	Woonsocket	MUN	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	Y	N	-71.55183922	41.86526486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	180	NA	N	Bridgepoint Commons	Conservation Area	Bridgepoint	Narragansett	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	Y	-71.60489262	41.82929879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
181	181	NA	N	Loontjens Library Park	Local Park	Kingstown	Narragansett	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.41054609	41.83000824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
182	182	NA	N	Ardoene Park	Local Park	Ardoene	Providence	MUN	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.39097296	41.815222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	183	NA	N	Boyle Square	Local Park	Orms	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.41596265	41.81035173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	184	NA	N	DePasquale Plaza	Local Park	De Pasquale	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.42864702	41.8051943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
185	185	NA	N	Amos Earley Park	Local Park	Cadillac	Providence	MUN	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.36986782	41.7945202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
186	186	NA	N	Mount Pleasant Memorial Park	Local Park	Newark	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.43684644	41.79338767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
187	187	NA	N	Murphy-Trainor Park	Local Park	Niantic	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	-71.4003067	41.770825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188	188	NA	N	Ninth St. Park	Local Park	9th	Providence	MUN	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.38346168	41.75286131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
189	189	NA	N	Pearl St. Park	Local Park	Providence	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.31019269	41.72286827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
190	190	NA	N	Rochambeau Square	Local Park	Brewster	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.28495673	41.72295818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
